work_year,experience_level,employment_type,job_title,salary_in_usd,remote_ratio,company_location,company_size
1.0,1.0,1.0,0.9130434782608695,0.1814358416429143,1.0,0.352112676056338,1.0
1.0,0.6666666666666666,0.6666666666666666,0.717391304347826,0.05589972755963567,1.0,0.9859154929577465,0.0
1.0,0.6666666666666666,0.6666666666666666,0.717391304347826,0.04578436749777462,1.0,0.9859154929577465,0.0
1.0,1.0,1.0,0.5108695652173914,0.38183910733071386,1.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.5108695652173914,0.2582069287968566,1.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.08695652173913043,0.4879379950906786,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.29417265346125143,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.5108695652173914,0.4807448501577996,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.5108695652173914,0.3054119424188748,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.5108695652173914,0.31912387494717537,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.19234469550518357,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.28068550671210335,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.21324977296636305,1.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.08695652173913043,0.4687412895510578,0.0,0.9859154929577465,1.0
1.0,0.0,1.0,0.08695652173913043,0.2823938786336621,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.41304347826086957,0.31912387494717537,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.41304347826086957,0.19234469550518357,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3705998183730904,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3256426625425969,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.2717391304347826,0.3256426625425969,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.2717391304347826,0.23572835088160982,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.6066248864831816,0.0,0.28169014084507044,0.5
1.0,1.0,1.0,0.9565217391304348,0.37959124953918916,0.0,0.28169014084507044,0.5
1.0,1.0,1.0,0.043478260869565216,0.505471285864571,1.0,0.39436619718309857,0.5
1.0,1.0,1.0,0.043478260869565216,0.3103572295602291,1.0,0.39436619718309857,0.5
1.0,1.0,1.0,0.1956521739130435,0.4942319969069477,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.1956521739130435,0.34002895240835485,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.4380355521188308,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.28068550671210335,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5434782608695652,0.19077119505111628,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.5434782608695652,0.1503097548036721,0.0,0.16901408450704225,0.5
1.0,1.0,1.0,0.358695652173913,0.5576215866279436,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.19234469550518357,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.7590521233264699,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.4033960635514355,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.35374088493665534,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.28068550671210335,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.2717391304347826,0.2253432478847658,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.2717391304347826,0.13345082136723702,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.44565217391304346,0.21324977296636305,1.0,0.7464788732394366,1.0
1.0,0.0,1.0,0.2391304347826087,0.05589972755963567,1.0,0.7464788732394366,1.0
0.6666666666666666,0.6666666666666666,1.0,0.75,0.03563304171124918,0.5,0.5352112676056338,1.0
1.0,0.0,1.0,0.08695652173913043,0.44842065511567475,0.0,0.9859154929577465,1.0
1.0,0.0,1.0,0.08695652173913043,0.2372568941798466,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.358695652173913,0.596965841553,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4863285289119469,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4666957389607704,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4043176852459606,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5774027351933607,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5391891527374412,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.6072992438206389,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4009458985586736,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.47962092126203726,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4360079843908755,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.44545348283086217,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.26629921684634544,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.41355638076912704,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.3009162268358255,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.5108695652173914,0.5700971973709055,0.0,0.9859154929577465,0.5
1.0,0.3333333333333333,1.0,0.5108695652173914,0.4043176852459606,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.5088430725518581,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.36160838720699173,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.37621946285190216,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.23685227977737217,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.5234541481967685,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3840869651222385,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.5212062904052438,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.44129494591654156,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.08695652173913043,0.6839511945116304,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.08695652173913043,0.3460981684454715,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.358695652173913,0.2469676398392332,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.17166440382315654,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.5212062904052438,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.44129494591654156,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.617864175440805,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.25,0.46051413003407754,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.6180889612199574,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.33695652173913043,0.36632888856919354,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.42342447647392034,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3009162268358255,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.5108695652173914,0.1347141174460739,0.0,0.43661971830985913,1.0
1.0,1.0,1.0,0.75,0.3256426625425969,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.06521739130434782,0.1452543226305331,1.0,0.28169014084507044,0.0
0.6666666666666666,0.0,1.0,0.010869565217391304,0.6628213312712985,0.5,0.5352112676056338,1.0
1.0,0.6666666666666666,1.0,0.75,0.2055576036037656,1.0,0.7605633802816901,1.0
1.0,1.0,1.0,0.1956521739130435,0.4063407572583328,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.1956521739130435,0.2791120062580361,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4942319969069477,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.38183910733071386,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4043176852459606,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3031640846273501,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.09701079870883049,0.0,0.352112676056338,0.5
1.0,1.0,1.0,0.5108695652173914,0.07530098815828515,0.0,0.352112676056338,0.5
1.0,1.0,1.0,0.5108695652173914,0.22448906192398643,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.14581403922062275,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.75,0.35530539395955657,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.75,0.31639272773047283,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.47624913457475027,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4043176852459606,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.4443295539350999,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.2717391304347826,0.22291556146991917,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.2717391304347826,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.13457475026299937,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.35936052941546703,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2858555796326101,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.39121267432137175,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2004369835546724,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.3312623070214086,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.250227033636944,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.5443592256579479,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.28922736631989715,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.44477912549340476,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.9565217391304348,0.2874290800866774,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.967391304347826,0.4829927079493243,0.5,0.9859154929577465,1.0
0.6666666666666666,0.0,1.0,0.75,0.1155488819155345,1.0,0.19718309859154928,0.0
1.0,1.0,1.0,0.5108695652173914,0.3256426625425969,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.2582069287968566,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.6398931817977468,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.4695055612001762,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.39267378188586277,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.3118408157026354,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.6250573203736839,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.41285954485375437,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.6398931817977468,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.46995513275848116,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.4063407572583328,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2791120062580361,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.554924157278114,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2784376489205787,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.31521739130434784,0.33688195150022027,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.31521739130434784,0.3031640846273501,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.3521673844825881,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.30676065709378963,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.7579057158527923,0.0,0.9859154929577465,1.0
1.0,1.0,1.0,0.75,0.38431175090139097,0.0,0.9859154929577465,1.0
1.0,0.6666666666666666,1.0,0.358695652173913,0.21324977296636305,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.14581403922062275,1.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.358695652173913,0.1795319060934929,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.358695652173913,0.13457475026299937,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.3004306895528561,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.1756431121141552,1.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.2717391304347826,0.15705332817824613,0.0,0.9859154929577465,0.5
1.0,0.0,1.0,0.2717391304347826,0.14581403922062275,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.4481509121806918,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.300691441056673,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.7039571288562,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.75,0.4654594171754318,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.20201048400873967,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.15705332817824613,1.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.4267962631612074,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.5108695652173914,0.34812124045784365,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.505471285864571,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.043478260869565216,0.3103572295602291,0.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.21324977296636305,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.358695652173913,0.14581403922062275,1.0,0.9859154929577465,0.5
1.0,0.6666666666666666,1.0,0.18478260869565216,0.22448906192398643,0.5,0.9859154929577465,1.0
1.0,0.6666666666666666,1.0,0.05434782608695652,0.034927214364710434,1.0,0.5352112676056338,1.0
1.0,0.6666666666666666,1.0,0.2717391304347826,0.09226557091092188,0.0,0.39436619718309857,0.5
1.0,0.6666666666666666,1.0,0.2717391304347826,0.08407212926081445,0.0,0.39436619718309857,0.5
1.0,1.0,1.0,0.358695652173913,0.3144033735849735,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.358695652173913,0.2469676398392332,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.36700324590665095,0.0,0.9859154929577465,0.5
1.0,1.0,1.0,0.2717391304347826,0.22493863348229137,0.0,0.9859154929577465,0.5
